CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKBOSCHLTD30-JUN-2026,40180.0000000,40880.0000000,40880.0000000,39810.0000000,39975.0000000,39900.0000000,-0.6900000,853.0000000,34275.0000000,1371.0000000,1372170250.0000000
FUTSTKBOSCHLTD28-JUL-2026,40255.0000000,40800.0000000,40895.0000000,40015.0000000,40195.0000000,40195.0000000,-0.1400000,9992.0000000,48825.0000000,1953.0000000,1965751750.0000000
FUTSTKBOSCHLTD25-AUG-2026,40085.0000000,40815.0000000,40815.0000000,40040.0000000,40155.0000000,40155.0000000,0.1700000,248.0000000,625.0000000,25.0000000,25131000.0000000
FUTSTKCROMPTON25-AUG-2026,274.0500000,274.2500000,277.0000000,270.1000000,275.0500000,275.0500000,0.3600000,328.0000000,275200.0000000,128.0000000,75330840.0000000
FUTSTKCROMPTON30-JUN-2026,272.8000000,274.9500000,277.7000000,269.9000000,275.0500000,274.7500000,0.7100000,454.0000000,10261800.0000000,5701.0000000,2810247570.0000000
FUTSTKCROMPTON28-JUL-2026,271.4500000,273.0000000,276.2500000,268.3500000,273.8000000,273.8000000,0.8600000,23565.0000000,13134350.0000000,6109.0000000,3580218485.0000000
FUTSTKDIVISLAB30-JUN-2026,6566.0000000,6556.0000000,6649.5000000,6543.0000000,6582.0000000,6579.0000000,0.1900000,1617.0000000,670500.0000000,6705.0000000,4414157650.0000000
FUTSTKDIVISLAB25-AUG-2026,6620.5000000,6676.0000000,6689.5000000,6605.0000000,6642.0000000,6642.0000000,0.3200000,150.0000000,7400.0000000,74.0000000,49128300.0000000
FUTSTKDIVISLAB28-JUL-2026,6578.0000000,6573.0000000,6666.0000000,6552.0000000,6604.0000000,6604.0000000,0.3900000,32995.0000000,1029500.0000000,10295.0000000,6794833850.0000000
FUTSTKGVT&D25-AUG-2026,5009.0000000,4948.0000000,5084.0000000,4948.0000000,4998.0000000,4998.0000000,-0.2100000,977.0000000,2750.0000000,22.0000000,13819937.5000000
FUTSTKGVT&D30-JUN-2026,4956.0000000,4943.5000000,5056.0000000,4897.5000000,4957.0000000,4944.0000000,-0.2400000,527.0000000,207000.0000000,1656.0000000,1030608187.5000000
FUTSTKGVT&D28-JUL-2026,4966.0000000,5048.0000000,5095.5000000,4930.0000000,4982.5000000,4982.5000000,0.3300000,10579.0000000,351750.0000000,2814.0000000,1763891062.5000000
FUTSTKHAL30-JUN-2026,4338.6000000,4339.4000000,4419.5000000,4329.8000000,4384.5000000,4381.5000000,0.9800000,2370.0000000,1366500.0000000,9110.0000000,5991598425.0000000
FUTSTKHAL25-AUG-2026,4374.4000000,4395.0000000,4458.2000000,4389.0000000,4426.9000000,4426.9000000,1.2000000,1603.0000000,65850.0000000,439.0000000,291538755.0000000
FUTSTKHAL28-JUL-2026,4360.0000000,4340.9000000,4443.0000000,4340.9000000,4410.7000000,4410.7000000,1.1600000,37781.0000000,1690950.0000000,11273.0000000,7455700890.0000000
FUTSTKICICIPRULI30-JUN-2026,490.2500000,487.0000000,492.0000000,481.5000000,488.3500000,487.9500000,-0.4600000,1504.0000000,2633475.0000000,2847.0000000,1283874747.5000000
FUTSTKICICIPRULI25-AUG-2026,495.9000000,495.0000000,497.0000000,488.0000000,495.2500000,495.2500000,-0.1300000,821.0000000,56425.0000000,61.0000000,27825433.7500000
FUTSTKICICIPRULI28-JUL-2026,492.8500000,493.6000000,495.0000000,484.7000000,491.2500000,491.2500000,-0.3200000,18460.0000000,2975725.0000000,3217.0000000,1459001343.7500000
FUTSTKIDEA25-AUG-2026,14.5400000,14.6100000,14.8200000,14.5200000,14.6600000,14.6600000,0.8200000,2685.0000000,31306050.0000000,438.0000000,460483405.5000000
FUTSTKIDEA28-JUL-2026,14.4700000,14.5700000,14.7500000,14.3800000,14.5400000,14.5400000,0.4800000,78335.0000000,1483463625.0000000,20755.0000000,21648992704.5000000
FUTSTKIDEA30-JUN-2026,14.4000000,14.4500000,14.6400000,14.3000000,14.4200000,14.4600000,0.4100000,2985.0000000,1285692300.0000000,17988.0000000,18628560699.0000000
FUTSTKLTF25-AUG-2026,300.6500000,300.0000000,311.0000000,300.0000000,310.1500000,310.1500000,3.1500000,232.0000000,427500.0000000,190.0000000,131301112.5000000
FUTSTKLTF28-JUL-2026,301.6500000,302.1000000,312.2000000,299.4000000,311.0500000,311.0500000,3.1100000,19889.0000000,16989750.0000000,7551.0000000,5236733587.5000000
FUTSTKLTF30-JUN-2026,300.8500000,301.9000000,312.3500000,298.2500000,310.1000000,310.7500000,3.2900000,1358.0000000,7548750.0000000,3355.0000000,2309419575.0000000
FUTSTKMFSL28-JUL-2026,1616.8000000,1617.2000000,1617.2000000,1586.6000000,1592.1000000,1592.1000000,-1.5200000,22698.0000000,1332000.0000000,3330.0000000,2124829520.0000000
FUTSTKMFSL25-AUG-2026,1633.6000000,1607.0000000,1611.0000000,1595.0000000,1599.6000000,1600.2000000,-2.0400000,34.0000000,8400.0000000,21.0000000,13461040.0000000
FUTSTKMFSL30-JUN-2026,1608.5000000,1634.9000000,1634.9000000,1573.9000000,1580.5000000,1584.0000000,-1.5200000,678.0000000,1039200.0000000,2598.0000000,1648155600.0000000
FUTSTKRADICO30-JUN-2026,3881.3000000,3848.2000000,3973.5000000,3848.2000000,3935.1000000,3945.5000000,1.6500000,418.0000000,187650.0000000,1251.0000000,740142330.0000000
FUTSTKRADICO25-AUG-2026,3889.7000000,3930.0000000,3990.0000000,3930.0000000,3956.0000000,3956.0000000,1.7000000,35.0000000,1350.0000000,9.0000000,5364045.0000000
FUTSTKRADICO28-JUL-2026,3893.8000000,3822.3000000,3989.9000000,3822.3000000,3940.6000000,3940.6000000,1.2000000,2991.0000000,308400.0000000,2056.0000000,1218586965.0000000
FUTSTKSBICARD25-AUG-2026,598.6000000,593.6500000,598.7500000,588.0000000,592.7500000,592.7500000,-0.9700000,2298.0000000,489600.0000000,612.0000000,290632320.0000000
FUTSTKSBICARD30-JUN-2026,606.0000000,602.0000000,607.7000000,589.3500000,592.1000000,593.2000000,-2.1100000,1061.0000000,2962400.0000000,3703.0000000,1766418720.0000000
FUTSTKSBICARD28-JUL-2026,602.8500000,604.6000000,606.0000000,592.0000000,596.5500000,596.5500000,-1.0400000,31565.0000000,4068800.0000000,5086.0000000,2432147800.0000000
FUTSTKUNIONBANK25-AUG-2026,177.0000000,176.1600000,176.2500000,173.9000000,174.7300000,174.7300000,-1.2800000,522.0000000,526575.0000000,119.0000000,92238018.7500000
FUTSTKUNIONBANK30-JUN-2026,175.0100000,175.5100000,175.6300000,171.9900000,172.6100000,172.4300000,-1.4700000,4259.0000000,15682200.0000000,3544.0000000,2715794278.5000000
FUTSTKUNIONBANK28-JUL-2026,175.9200000,176.9200000,176.9200000,172.8400000,173.4900000,173.4900000,-1.3800000,24991.0000000,21474525.0000000,4853.0000000,3739206287.2500000
FUTSTKUNITDSPR30-JUN-2026,1339.7000000,1342.9000000,1369.9000000,1328.7000000,1348.2000000,1350.4000000,0.7900000,2642.0000000,1308000.0000000,3270.0000000,1765490360.0000000
FUTSTKUNITDSPR25-AUG-2026,1339.9000000,1335.0000000,1358.6000000,1335.0000000,1352.2000000,1352.2000000,0.9100000,126.0000000,10000.0000000,25.0000000,13516880.0000000
FUTSTKUNITDSPR28-JUL-2026,1330.8000000,1344.8000000,1359.0000000,1325.4000000,1345.2000000,1345.2000000,1.0800000,21844.0000000,1806000.0000000,4515.0000000,2429956960.0000000
FUTSTKZYDUSLIFE30-JUN-2026,1120.2000000,1114.6000000,1128.4000000,1108.6000000,1111.4000000,1112.6000000,-0.6700000,799.0000000,1923300.0000000,2137.0000000,2153783970.0000000
FUTSTKZYDUSLIFE25-AUG-2026,1129.8000000,1135.6000000,1139.8000000,1127.2000000,1127.2000000,1127.2000000,-0.2300000,88.0000000,36900.0000000,41.0000000,41845500.0000000
FUTSTKZYDUSLIFE28-JUL-2026,1124.6000000,1127.7000000,1134.1000000,1117.5000000,1120.3000000,1120.3000000,-0.3800000,12107.0000000,2654100.0000000,2949.0000000,2987709210.0000000
FUTSTKADANIENT25-AUG-2026,3005.3000000,3000.4000000,3085.0000000,3000.4000000,3065.8000000,3065.8000000,2.0100000,549.0000000,49440.0000000,160.0000000,150694139.7000000
FUTSTKADANIENT28-JUL-2026,2988.0000000,2996.9000000,3069.8000000,2984.5000000,3050.9000000,3050.9000000,2.1000000,56974.0000000,5210358.0000000,16862.0000000,15774913376.4000000
FUTSTKADANIENT30-JUN-2026,2973.9000000,2965.0000000,3057.9000000,2965.0000000,3035.3000000,3036.0000000,2.0800000,9948.0000000,3364392.0000000,10888.0000000,10110089763.9000000
FUTSTKAPOLLOHOSP30-JUN-2026,8654.0000000,8740.0000000,8750.5000000,8645.5000000,8691.5000000,8682.0000000,0.3200000,1455.0000000,374250.0000000,2994.0000000,3252494375.0000000
FUTSTKAPOLLOHOSP25-AUG-2026,8748.5000000,8775.0000000,8810.5000000,8719.5000000,8763.0000000,8763.0000000,0.1600000,138.0000000,7875.0000000,63.0000000,69060750.0000000
FUTSTKAPOLLOHOSP28-JUL-2026,8708.0000000,8727.5000000,8796.0000000,8694.0000000,8742.5000000,8742.5000000,0.3900000,18338.0000000,455750.0000000,3646.0000000,3985499625.0000000
FUTSTKASHOKLEY28-JUL-2026,158.7000000,160.4500000,161.3800000,156.7300000,158.9500000,158.9500000,0.1500000,33208.0000000,57310000.0000000,11462.0000000,9112887250.0000000
FUTSTKASHOKLEY25-AUG-2026,159.6700000,158.9700000,161.4000000,157.9000000,159.8600000,159.8600000,0.1100000,1116.0000000,1725000.0000000,345.0000000,276041450.0000000
FUTSTKASHOKLEY30-JUN-2026,157.8700000,160.8000000,160.8000000,155.9400000,158.0200000,157.7000000,-0.1000000,5821.0000000,44075000.0000000,8815.0000000,6968029550.0000000
FUTSTKASTRAL30-JUN-2026,1366.4000000,1366.5000000,1369.1000000,1325.0000000,1337.0000000,1335.6000000,-2.2500000,1515.0000000,1656650.0000000,3898.0000000,2240137387.5000000
FUTSTKASTRAL25-AUG-2026,1320.0000000,1322.0000000,1330.0000000,1303.6000000,1321.3000000,1321.3000000,0.0900000,506.0000000,96900.0000000,228.0000000,128082165.0000000
FUTSTKASTRAL28-JUL-2026,1331.6000000,1339.3000000,1340.7000000,1310.2000000,1331.6000000,1331.6000000,0.0000000,14926.0000000,2374900.0000000,5588.0000000,3161009325.0000000
FUTSTKAUBANK25-AUG-2026,1043.5000000,1046.1500000,1054.7000000,1039.9500000,1051.4000000,1051.4000000,0.7500000,2606.0000000,149000.0000000,149.0000000,156396850.0000000
FUTSTKAUBANK28-JUL-2026,1039.7500000,1047.0000000,1049.9000000,1031.0000000,1044.7000000,1044.7000000,0.4700000,22593.0000000,5232000.0000000,5232.0000000,5456687850.0000000
FUTSTKAUBANK30-JUN-2026,1035.4500000,1040.6000000,1044.5000000,1027.5000000,1039.3500000,1037.0500000,0.1500000,2635.0000000,3959000.0000000,3959.0000000,4108111300.0000000
FUTSTKBAJAJ-AUTO30-JUN-2026,9670.0000000,9675.0000000,9760.0000000,9530.0000000,9713.0000000,9716.0000000,0.4700000,4319.0000000,470550.0000000,6274.0000000,4546803150.0000000
FUTSTKBAJAJ-AUTO25-AUG-2026,9668.0000000,9700.0000000,9789.0000000,9535.0000000,9740.0000000,9740.0000000,0.7400000,566.0000000,17775.0000000,237.0000000,171889050.0000000
FUTSTKBAJAJ-AUTO28-JUL-2026,9657.0000000,9630.0000000,9780.0000000,9530.0000000,9725.0000000,9725.0000000,0.7000000,41768.0000000,677925.0000000,9039.0000000,6553734375.0000000
FUTSTKBAJFINANCE30-JUN-2026,979.4500000,982.2000000,1009.8000000,979.1000000,1003.9500000,1004.7500000,2.5800000,7988.0000000,8785500.0000000,11714.0000000,8759151375.0000000
FUTSTKBAJFINANCE25-AUG-2026,994.6500000,991.0000000,1020.0000000,991.0000000,1017.0500000,1017.0500000,2.2500000,5478.0000000,199500.0000000,266.0000000,201607387.5000000
FUTSTKBAJFINANCE28-JUL-2026,984.5000000,989.0000000,1015.0000000,984.7500000,1009.9000000,1009.9000000,2.5700000,100802.0000000,17013750.0000000,22685.0000000,17092547250.0000000
FUTSTKBIOCON30-JUN-2026,415.8000000,415.4000000,421.1500000,411.5000000,418.3500000,418.3000000,0.6000000,534.0000000,7385000.0000000,2954.0000000,3068363125.0000000
FUTSTKBIOCON25-AUG-2026,419.9000000,417.6500000,425.6000000,416.3000000,424.2000000,424.2000000,1.0200000,199.0000000,147500.0000000,59.0000000,62189500.0000000
FUTSTKBIOCON28-JUL-2026,417.1500000,415.4000000,423.9000000,413.5000000,421.2000000,421.2000000,0.9700000,15836.0000000,10990000.0000000,4396.0000000,4594045750.0000000
FUTSTKDMART28-JUL-2026,4348.2000000,4368.0000000,4420.0000000,4301.7000000,4388.2000000,4388.2000000,0.9100000,18339.0000000,411900.0000000,2746.0000000,1806211950.0000000
FUTSTKDMART30-JUN-2026,4336.8000000,4336.1000000,4399.7000000,4317.2000000,4377.0000000,4380.7000000,1.0100000,1823.0000000,226800.0000000,1512.0000000,990045525.0000000
FUTSTKDMART25-AUG-2026,4357.4000000,4355.4000000,4428.1000000,4342.0000000,4400.5000000,4400.5000000,0.9800000,123.0000000,4350.0000000,29.0000000,19094745.0000000
FUTSTKHDFCLIFE30-JUN-2026,584.0500000,579.9000000,584.8500000,570.2000000,576.7000000,575.8500000,-1.4000000,3427.0000000,5011600.0000000,4556.0000000,2885708760.0000000
FUTSTKHDFCLIFE28-JUL-2026,587.7500000,583.6000000,587.1000000,573.8000000,579.9000000,579.9000000,-1.3300000,33702.0000000,7373300.0000000,6703.0000000,4273443350.0000000
FUTSTKHDFCLIFE25-AUG-2026,591.2500000,585.0000000,590.0000000,578.0000000,584.3000000,584.3000000,-1.1700000,490.0000000,203500.0000000,185.0000000,118551070.0000000
FUTSTKJSWSTEEL28-JUL-2026,1231.2000000,1238.8000000,1238.8000000,1224.1000000,1227.3000000,1227.3000000,-0.3100000,63919.0000000,3996675.0000000,5921.0000000,4917699135.0000000
FUTSTKJSWSTEEL25-AUG-2026,1237.4000000,1244.0000000,1244.0000000,1231.0000000,1236.5000000,1236.5000000,-0.0700000,2205.0000000,8775.0000000,13.0000000,10860547.5000000
FUTSTKJSWSTEEL30-JUN-2026,1231.4000000,1231.4000000,1236.8000000,1222.6000000,1227.0000000,1226.4000000,-0.4000000,1124.0000000,3261600.0000000,4832.0000000,4011097455.0000000
FUTSTKLODHA28-JUL-2026,941.0000000,950.0000000,970.6500000,941.5000000,962.6000000,962.6000000,2.2900000,19731.0000000,3551250.0000000,5682.0000000,3393280531.2500000
FUTSTKLODHA25-AUG-2026,945.6500000,946.1000000,972.0500000,945.3000000,964.2500000,964.2500000,1.9600000,171.0000000,53750.0000000,86.0000000,51478125.0000000
FUTSTKLODHA30-JUN-2026,936.7000000,943.4500000,964.9500000,936.8500000,956.5000000,955.2500000,1.9800000,717.0000000,2326050.0000000,5169.0000000,2206361947.5000000
FUTSTKSAIL28-JUL-2026,175.2900000,175.2500000,175.4500000,172.2500000,174.9000000,174.9000000,-0.2200000,37639.0000000,41345900.0000000,8797.0000000,7199292351.0000000
FUTSTKSAIL25-AUG-2026,175.5100000,174.1300000,175.7700000,173.0700000,175.4400000,175.4400000,-0.0300000,370.0000000,314900.0000000,67.0000000,54887540.0000000
FUTSTKSAIL30-JUN-2026,174.6000000,175.0000000,175.0100000,171.2200000,173.4700000,173.4900000,-0.6300000,631.0000000,32232600.0000000,6858.0000000,5579717330.0000000
FUTSTKSUZLON28-JUL-2026,57.6800000,57.8100000,59.3700000,57.6600000,59.1600000,59.1600000,2.5600000,30813.0000000,146926300.0000000,11569.0000000,8592624293.0000000
FUTSTKSUZLON30-JUN-2026,57.3200000,57.5500000,58.9000000,57.3000000,58.6900000,58.9000000,2.7500000,3223.0000000,101368800.0000000,11232.0000000,5867505377.5000000
FUTSTKSUZLON25-AUG-2026,58.0300000,58.2000000,59.6000000,57.9900000,59.4600000,59.4600000,2.4600000,1045.0000000,3771900.0000000,297.0000000,221836361.0000000
FUTSTKABB25-AUG-2026,6776.5000000,6880.0000000,6959.5000000,6837.0000000,6953.5000000,6953.5000000,2.6100000,310.0000000,10250.0000000,82.0000000,71033375.0000000
FUTSTKABB30-JUN-2026,6990.5000000,6980.0000000,7109.0000000,6980.0000000,7044.0000000,7031.0000000,0.5700000,813.0000000,437500.0000000,3500.0000000,3086572187.5000000
FUTSTKABB28-JUL-2026,6805.5000000,6865.0000000,7019.0000000,6858.5000000,6989.0000000,6989.0000000,2.6900000,19357.0000000,712500.0000000,5700.0000000,4958742750.0000000
FUTSTKBAJAJHLDNG28-JUL-2026,10545.0000000,10584.0000000,10694.0000000,10434.0000000,10649.0000000,10649.0000000,0.9800000,3774.0000000,130425.0000000,1739.0000000,1378619775.0000000
FUTSTKBAJAJHLDNG30-JUN-2026,10464.0000000,10459.0000000,10706.0000000,10371.0000000,10578.0000000,10603.0000000,1.3200000,676.0000000,98250.0000000,1965.0000000,1030470000.0000000
FUTSTKBAJAJHLDNG25-AUG-2026,10633.0000000,10542.0000000,10754.0000000,10500.0000000,10721.0000000,10721.0000000,0.8200000,32.0000000,975.0000000,13.0000000,10358850.0000000
FUTSTKBSE28-JUL-2026,3868.5000000,3898.0000000,3934.0000000,3873.0000000,3882.5000000,3882.5000000,0.3600000,34392.0000000,2939000.0000000,14695.0000000,11479364080.0000000
FUTSTKBSE30-JUN-2026,3878.8000000,3900.0000000,3924.0000000,3852.7000000,3861.1000000,3865.6000000,-0.3400000,3270.0000000,2704125.0000000,7211.0000000,10524985012.5000000
FUTSTKBSE25-AUG-2026,3889.9000000,3918.4000000,3949.0000000,3893.1000000,3900.3000000,3900.3000000,0.2600000,1278.0000000,131200.0000000,656.0000000,515194040.0000000
FUTSTKCONCOR28-JUL-2026,474.1000000,475.9000000,480.7500000,471.5000000,478.1500000,478.1500000,0.8500000,17561.0000000,6462500.0000000,5170.0000000,3074589562.5000000
FUTSTKCONCOR25-AUG-2026,476.3000000,475.0000000,482.3000000,473.8500000,480.2500000,480.2500000,0.8200000,515.0000000,187500.0000000,150.0000000,89638937.5000000
FUTSTKCONCOR30-JUN-2026,471.3500000,471.7500000,480.1000000,468.5500000,475.4000000,475.2500000,0.8200000,4718.0000000,6198750.0000000,4959.0000000,2933172937.5000000
FUTSTKEICHERMOT28-JUL-2026,7491.5000000,7330.0000000,7398.0000000,6963.0000000,7096.5000000,7096.5000000,-5.2700000,37334.0000000,2333200.0000000,23332.0000000,16607657800.0000000
FUTSTKEICHERMOT25-AUG-2026,7444.5000000,7325.5000000,7325.5000000,6958.0000000,7077.0000000,7077.0000000,-4.9300000,1497.0000000,76900.0000000,769.0000000,545454850.0000000
FUTSTKEICHERMOT30-JUN-2026,7453.5000000,7476.5000000,7476.5000000,6957.5000000,7070.0000000,7073.5000000,-5.0900000,5215.0000000,757300.0000000,7573.0000000,5384956200.0000000
FUTSTKFORCEMOT25-AUG-2026,17947.0000000,17947.0000000,18730.0000000,17880.0000000,18670.0000000,18670.0000000,4.0200000,189.0000000,1450.0000000,58.0000000,26319775.0000000
FUTSTKFORCEMOT30-JUN-2026,17934.0000000,17980.0000000,18758.0000000,17740.0000000,18600.0000000,18579.0000000,3.5900000,956.0000000,101200.0000000,4048.0000000,1851169550.0000000
FUTSTKFORCEMOT28-JUL-2026,17915.0000000,18100.0000000,18761.0000000,17735.0000000,18654.0000000,18654.0000000,4.1200000,8088.0000000,117925.0000000,4717.0000000,2168079850.0000000
FUTSTKGODREJPROP30-JUN-2026,1833.2000000,1833.2000000,1890.0000000,1833.2000000,1866.4000000,1866.6000000,1.8200000,2650.0000000,1048300.0000000,3812.0000000,1957210200.0000000
FUTSTKGODREJPROP28-JUL-2026,1834.5000000,1847.1000000,1893.8000000,1835.5000000,1870.9000000,1870.9000000,1.9800000,25033.0000000,1451450.0000000,4466.0000000,2714768355.0000000
FUTSTKGODREJPROP25-AUG-2026,1843.4000000,1856.0000000,1901.0000000,1847.0000000,1883.7000000,1883.7000000,2.1800000,242.0000000,43875.0000000,135.0000000,82349377.5000000
FUTSTKHEROMOTOCO28-JUL-2026,4780.8000000,4805.1000000,4805.1000000,4621.1000000,4753.5000000,4753.5000000,-0.5700000,40334.0000000,1737600.0000000,11584.0000000,8192400855.0000000
FUTSTKHEROMOTOCO25-AUG-2026,4811.2000000,4790.0000000,4808.7000000,4652.7000000,4781.7000000,4781.7000000,-0.6100000,778.0000000,67800.0000000,452.0000000,321693720.0000000
FUTSTKHEROMOTOCO30-JUN-2026,4844.6000000,4897.9000000,4897.9000000,4671.4000000,4792.8000000,4794.3000000,-1.0300000,2536.0000000,794700.0000000,5298.0000000,3791535885.0000000
FUTSTKHINDZINC30-JUN-2026,524.7000000,522.3000000,536.4000000,517.2000000,531.6500000,533.1500000,1.6100000,2977.0000000,8355725.0000000,6821.0000000,4397322781.2500000
FUTSTKHINDZINC25-AUG-2026,531.1000000,529.5000000,540.7500000,524.2000000,539.3500000,539.3500000,1.5500000,647.0000000,192325.0000000,157.0000000,102570475.0000000
FUTSTKHINDZINC28-JUL-2026,527.6500000,524.7500000,537.9500000,521.0000000,535.9000000,535.9000000,1.5600000,25954.0000000,11065425.0000000,9033.0000000,5872706043.7500000
FUTSTKICICIBANK28-JUL-2026,1394.4000000,1402.0000000,1402.0000000,1376.0000000,1384.2000000,1384.2000000,-0.7300000,159802.0000000,23456300.0000000,33509.0000000,32515255080.0000000
FUTSTKICICIBANK25-AUG-2026,1390.5000000,1394.6000000,1394.6000000,1373.0000000,1381.0000000,1381.0000000,-0.6800000,26003.0000000,569100.0000000,813.0000000,787215240.0000000
FUTSTKICICIBANK30-JUN-2026,1386.9000000,1386.9000000,1398.2000000,1366.0000000,1372.7000000,1375.2000000,-0.8400000,17480.0000000,19052600.0000000,27218.0000000,26235615980.0000000
FUTSTKOIL25-AUG-2026,417.0000000,416.7500000,421.5000000,416.3500000,420.0000000,420.0000000,0.7100000,282.0000000,40600.0000000,29.0000000,17008810.0000000
FUTSTKOIL30-JUN-2026,413.2000000,413.0000000,418.5000000,411.7000000,416.7000000,416.9500000,0.9000000,1765.0000000,3012800.0000000,2152.0000000,1251189940.0000000
FUTSTKOIL28-JUL-2026,414.7500000,414.9000000,419.9000000,414.0500000,417.9000000,417.9000000,0.7500000,11368.0000000,2965200.0000000,2118.0000000,1236572680.0000000
FUTSTKPRESTIGE28-JUL-2026,1546.4000000,1565.0000000,1586.0000000,1548.0000000,1574.2000000,1574.2000000,1.7900000,12863.0000000,1119150.0000000,2487.0000000,1757919330.0000000
FUTSTKPRESTIGE25-AUG-2026,1565.0000000,1572.0000000,1580.1000000,1571.4000000,1580.1000000,1580.1000000,0.9600000,45.0000000,2250.0000000,5.0000000,3546180.0000000
FUTSTKPRESTIGE30-JUN-2026,1537.4000000,1548.8000000,1577.4000000,1545.6000000,1568.0000000,1564.6000000,1.7600000,811.0000000,1218600.0000000,2708.0000000,1901172105.0000000
FUTSTKRBLBANK25-AUG-2026,371.7000000,371.5000000,374.4500000,368.7500000,372.9000000,372.9000000,0.3200000,264.0000000,711200.0000000,224.0000000,263684226.2500000
FUTSTKRBLBANK30-JUN-2026,365.6500000,366.8500000,371.7000000,363.8500000,369.7500000,369.0500000,0.9200000,3233.0000000,11271250.0000000,3550.0000000,4143613283.7500000
FUTSTKRBLBANK28-JUL-2026,367.2500000,368.7000000,373.0000000,365.9500000,371.4500000,371.4500000,1.1400000,15427.0000000,14833600.0000000,4672.0000000,5482061997.5000000
FUTSTKSRF30-JUN-2026,2673.1000000,2663.3000000,2791.9000000,2663.2000000,2746.4000000,2739.0000000,2.4600000,1469.0000000,988400.0000000,4942.0000000,2709531520.0000000
FUTSTKSRF28-JUL-2026,2681.3000000,2670.3000000,2763.0000000,2670.3000000,2750.1000000,2750.1000000,2.5600000,16408.0000000,927000.0000000,4635.0000000,2531778620.0000000
FUTSTKSRF25-AUG-2026,2692.4000000,2693.4000000,2759.3000000,2684.0000000,2749.0000000,2749.0000000,2.1000000,221.0000000,27200.0000000,136.0000000,74340500.0000000
FUTSTKSUNPHARMA30-JUN-2026,1875.1000000,1889.0000000,1889.0000000,1856.4000000,1860.2000000,1862.5000000,-0.6700000,11089.0000000,3086300.0000000,8818.0000000,5758320785.0000000
FUTSTKSUNPHARMA25-AUG-2026,1893.0000000,1905.1000000,1905.1000000,1879.8000000,1881.6000000,1881.6000000,-0.6000000,169.0000000,22050.0000000,63.0000000,41683005.0000000
FUTSTKSUNPHARMA28-JUL-2026,1881.1000000,1879.0000000,1895.9000000,1867.2000000,1870.8000000,1870.8000000,-0.5400000,57047.0000000,3060400.0000000,8744.0000000,5739306685.0000000
FUTSTKTATAELXSI25-AUG-2026,3862.9000000,3857.0000000,3867.6000000,3780.0000000,3807.7000000,3807.7000000,-1.4200000,1053.0000000,44000.0000000,352.0000000,167975537.5000000
FUTSTKTATAELXSI28-JUL-2026,3880.5000000,3870.0000000,3883.0000000,3791.3000000,3822.0000000,3822.0000000,-1.5000000,18766.0000000,495750.0000000,3966.0000000,1900961787.5000000
FUTSTKTATAELXSI30-JUN-2026,3998.7000000,3944.9000000,3988.0000000,3797.3000000,3818.3000000,3829.7000000,-4.2200000,1388.0000000,386500.0000000,3865.0000000,1496497250.0000000
FUTSTKVBL25-AUG-2026,510.5500000,512.2500000,516.0000000,509.0000000,513.7500000,513.7500000,0.6200000,592.0000000,96900.0000000,76.0000000,49595906.2500000
FUTSTKVBL28-JUL-2026,507.6500000,512.0000000,512.9000000,505.4500000,510.8000000,510.8000000,0.6200000,44390.0000000,15426225.0000000,12099.0000000,7841906115.0000000
FUTSTKVBL30-JUN-2026,504.9000000,507.0000000,512.8000000,502.7000000,507.8000000,507.5500000,0.5200000,4246.0000000,13185000.0000000,11720.0000000,6661074375.0000000
FUTSTKADANIENSOL28-JUL-2026,1491.9000000,1506.9000000,1509.6000000,1480.1000000,1502.8000000,1502.8000000,0.7300000,28789.0000000,3983175.0000000,5901.0000000,5947462530.0000000
FUTSTKADANIENSOL30-JUN-2026,1484.3000000,1484.3000000,1499.0000000,1471.2000000,1492.4000000,1491.4000000,0.4700000,872.0000000,2826225.0000000,4187.0000000,4187227635.0000000
FUTSTKADANIENSOL25-AUG-2026,1499.2000000,1500.3000000,1515.7000000,1493.8000000,1511.0000000,1511.0000000,0.7800000,157.0000000,58725.0000000,87.0000000,88603200.0000000
FUTSTKBAJAJFINSV25-AUG-2026,1780.0000000,1781.0000000,1813.2000000,1780.8000000,1803.0000000,1803.0000000,1.2900000,364.0000000,28200.0000000,94.0000000,50777370.0000000
FUTSTKBAJAJFINSV28-JUL-2026,1771.3000000,1780.7000000,1803.0000000,1766.7000000,1792.4000000,1792.4000000,1.1900000,47004.0000000,2859300.0000000,9531.0000000,5118549720.0000000
FUTSTKBAJAJFINSV30-JUN-2026,1761.8000000,1774.0000000,1827.7000000,1753.7000000,1781.1000000,1780.3000000,1.0500000,4067.0000000,2390250.0000000,9561.0000000,4251113925.0000000
FUTSTKBDL28-JUL-2026,1311.3000000,1329.3000000,1377.1000000,1310.1000000,1346.9000000,1346.9000000,2.7100000,12604.0000000,2221050.0000000,5226.0000000,3010516527.5000000
FUTSTKBDL25-AUG-2026,1299.2000000,1308.9000000,1360.0000000,1308.9000000,1335.4000000,1335.4000000,2.7800000,603.0000000,100725.0000000,237.0000000,135121227.5000000
